application_id,merchant_id,application_date,monthly_volume,requested_limit,average_ticket_size,owner_credit_score,years_in_business,previous_chargeback_ratio,kyc_status,kyb_status,tmf_list
APP-976762,WuhDhHi56638361,2025-02-11,25000,30000,511.48,753,1,0.59,Passed,Passed,False
APP-354561,RxlaRFR38646317,2025-12-29,50000,60000,268.44,827,4,0.27,Passed,Passed,False
APP-315383,rWTXLLr53961367,2025-09-07,50000,60000,8688.93,725,4,1.24,Passed,Passed,False
APP-489953,yMRujtN20101702,2025-12-24,100000,120000,2764.57,832,2,0.43,Passed,Passed,False
APP-120085,cclJQXt61675677,2025-07-30,50000,60000,49.35,765,9,0.13,Passed,Passed,False
APP-040024,LcixwZV96954500,2025-02-07,50000,60000,3337.92,731,5,0.49,Passed,Passed,False
APP-703642,ucDQBKG11415208,2025-11-19,25000,30000,78.56,720,4,0.35,Passed,Passed,False
APP-733134,mFOYeIn78529456,2025-10-26,25000,30000,881.43,718,10,0.67,Passed,Passed,False
APP-241471,QIumAzq63514846,2025-10-20,50000,60000,7393.9,792,9,0.55,Passed,Passed,False
APP-976217,jpjVRWt96908357,2025-10-14,25000,30000,265.5,760,0,0.0,Passed,Passed,False
APP-794292,JBBPcmk12303477,2025-02-05,10000,12000,24.74,706,6,0.17,Passed,Passed,False
APP-172748,phKVGhH94165162,2025-10-07,10000,12000,3362.07,772,2,0.16,Passed,Passed,False
APP-151750,qLdFIxS32123476,2025-09-25,25000,30000,1257.14,838,10,0.35,Passed,Passed,False
APP-796313,ZRhIpCy00348645,2025-02-22,25000,30000,51.36,836,7,0.54,Passed,Passed,False
APP-049619,TBgkSqG60417765,2025-11-25,10000,12000,40.93,734,5,0.39,Passed,Passed,True
APP-519662,kpHTXPW06345911,2025-06-25,100000,120000,9522.62,701,7,0.31,Passed,Passed,False
APP-457065,bJPNOof65266930,2025-12-04,100000,120000,4552.77,720,2,0.6,Passed,Passed,False
APP-868623,YrsVFyi86771333,2025-06-11,50000,60000,29.93,774,8,0.67,Passed,Passed,False
APP-577171,EiuSzRn97359710,2025-03-06,100000,120000,23.15,836,0,0.0,Passed,Passed,False
APP-999391,QxiJcLl00489646,2025-06-29,25000,30000,743.68,738,0,0.0,Passed,Passed,False
APP-707002,HuBkuVF74564494,2025-03-04,100000,120000,79.86,737,7,0.59,Passed,Passed,False
APP-796244,FDFhUjh76170758,2025-05-03,100000,120000,2634.43,763,4,0.67,Passed,Passed,False
APP-784300,LgujbfD71504165,2025-03-22,10000,12000,2792.62,779,1,0.46,Passed,Passed,False
APP-878064,qlpXzfb50189616,2025-06-04,10000,12000,3279.81,728,10,0.31,Passed,Passed,True
APP-594918,ErKMBfW51583776,2025-06-01,50000,60000,626.23,821,6,0.65,Passed,Passed,False
APP-498749,tjiRtpH88147617,2025-09-17,25000,30000,2419.29,715,1,1.1,Passed,Passed,False
APP-203922,VQDlYlz45491801,2025-05-19,10000,12000,18.81,812,3,0.32,Passed,Passed,False
APP-687037,akPEDSz41680061,2025-05-14,25000,30000,27.55,812,0,0.0,Passed,Passed,False
APP-785457,mftXDjE30372368,2025-09-15,25000,30000,5892.58,683,5,0.61,Passed,Passed,False
APP-653092,MUJscFz05016679,2025-04-06,50000,60000,47.91,704,7,0.1,Passed,Passed,False
APP-643081,ksUmEwC71795760,2025-03-23,50000,60000,7489.03,841,10,0.78,Passed,Passed,False
APP-225750,lmkMFgY72934172,2025-04-05,50000,60000,199.42,708,8,0.93,Passed,Passed,False
APP-226643,oFqvYwX15619318,2025-09-10,100000,120000,6921.29,718,8,0.54,Passed,Passed,False
APP-509455,OhnxkUs99180812,2025-12-20,10000,12000,521.25,794,10,1.23,Passed,Passed,False
APP-731492,xTWAxOQ37548214,2025-08-29,10000,12000,7608.7,759,4,0.15,Passed,Passed,False
APP-662247,BdzWcQP08115562,2025-06-10,25000,30000,6130.25,847,2,0.49,Passed,Passed,False
APP-038280,PnINYNP50489267,2025-06-25,10000,12000,2501.28,813,2,0.48,Passed,Passed,False
APP-100245,HvWOkbb88431884,2025-07-11,50000,60000,8603.69,844,6,0.63,Passed,Passed,False
APP-864179,KTOQIMo74907539,2025-03-29,50000,60000,35.2,408,7,0.41,Passed,Failed,False
APP-969793,BiEnCex71266110,2025-08-29,50000,60000,985.95,770,3,0.7,Passed,Passed,False
APP-393383,EcVkJxh77288137,2025-09-22,25000,30000,184.86,759,7,0.35,Passed,Passed,False
APP-876883,VFahJwe29604432,2025-07-21,25000,30000,760.84,847,5,0.66,Passed,Passed,False
APP-689825,ozvIcQC72519966,2025-07-07,10000,12000,61.16,811,9,1.37,Passed,Passed,False
APP-738681,QIlbrYn09837801,2025-11-29,25000,30000,7729.11,834,9,0.75,Passed,Passed,False
APP-652235,IksjlqX08564111,2025-01-14,25000,30000,2378.78,829,10,0.61,Passed,Passed,False
APP-993787,LpFGWGy54610339,2025-03-26,25000,30000,19.25,802,1,0.43,Passed,Passed,False
APP-521998,OGnYjxI38249671,2025-01-10,25000,30000,532.83,834,3,0.44,Passed,Passed,False
APP-849603,sckVIKe49465398,2025-12-06,50000,60000,57.93,782,9,0.16,Passed,Passed,False
APP-429950,bSiPaME43553795,2025-07-17,25000,30000,79.14,759,9,0.68,Passed,Passed,False
APP-722662,DxmCaoV56956201,2025-07-15,10000,12000,2011.35,737,0,0.0,Passed,Passed,True
APP-076777,GFkJmQV93036149,2025-10-22,10000,12000,3746.06,833,7,0.12,Passed,Passed,False
APP-867397,BArhRHD94870605,2025-01-28,25000,30000,7255.64,743,10,0.11,Passed,Passed,False
APP-190597,vteOOgb90361332,2025-04-07,50000,60000,1477.77,792,10,0.76,Passed,Passed,False
APP-689933,Lhfdcyu83199717,2025-01-13,100000,120000,26.18,836,6,1.33,Passed,Passed,False
APP-374062,yDYBNNg19639907,2025-12-22,10000,12000,12.78,790,8,0.31,Passed,Passed,False
APP-261033,UNClpiZ39284567,2025-02-25,50000,60000,8307.04,684,10,1.13,Passed,Passed,False
APP-877365,dBwmmOm08920388,2025-02-09,100000,120000,55.99,758,1,0.61,Passed,Passed,False
APP-849198,pEVXvZV73033793,2025-10-28,50000,60000,73.68,751,5,0.41,Passed,Passed,False
APP-613294,qUlvJpl50033423,2025-01-08,25000,30000,40.1,836,2,0.56,Passed,Passed,False
APP-357247,iYmmIyS52896112,2025-05-28,25000,30000,7543.72,770,5,0.72,Passed,Passed,False
APP-398572,ekGyWPW28973179,2025-10-22,10000,12000,63.37,759,9,0.53,Passed,Passed,False
APP-850072,ByKkxqJ33373634,2025-07-21,100000,120000,2206.78,821,9,0.43,Passed,Passed,False
APP-438580,oqPewfs57546027,2025-01-10,10000,12000,932.89,745,6,0.26,Passed,Failed,False
APP-998669,swYzzLW43928404,2025-02-28,100000,120000,7190.76,797,7,0.72,Passed,Passed,False
APP-450514,CJbxiKi51536637,2025-08-13,10000,12000,46.45,837,7,0.42,Passed,Passed,False
APP-487359,ynzeIym22599996,2025-06-28,10000,12000,2708.65,808,7,0.38,Passed,Passed,False
APP-434536,xHakuAz43348170,2025-11-03,25000,30000,517.22,839,10,0.42,Passed,Passed,False
APP-996107,rmajCez29949387,2025-07-02,25000,30000,5083.13,741,3,0.72,Passed,Passed,False
APP-997722,DyQlSKg69263296,2025-02-28,100000,120000,6706.65,740,1,0.47,Passed,Passed,False
APP-646153,CkqnGcD81511856,2025-03-28,50000,60000,49.58,713,10,0.7,Passed,Passed,False
APP-002702,TCiErkk57771183,2025-06-17,100000,120000,3599.02,764,2,0.18,Passed,Passed,False
APP-507697,CdMadXy83708164,2025-10-06,10000,12000,52.56,720,7,0.27,Passed,Passed,False
APP-693805,uuJOmNn31220681,2025-02-09,50000,60000,6577.89,789,8,0.67,Passed,Passed,False
APP-538690,FgTIYKk95013649,2025-02-12,50000,60000,3980.0,846,1,0.13,Passed,Passed,False
APP-681207,bNWhtpV76838903,2025-05-05,50000,60000,9383.32,809,1,0.64,Passed,Passed,False
APP-000699,PsWboUv75245086,2025-09-07,10000,12000,7251.57,714,4,0.33,Passed,Passed,False
APP-558593,LJYnpGf13023212,2025-11-13,10000,12000,5352.97,781,9,0.75,Passed,Passed,False
APP-224455,GNVBWjY15662776,2025-12-11,25000,30000,652.86,759,7,0.46,Passed,Passed,True
APP-523221,jmaaGUU89715273,2025-04-21,10000,12000,518.4,711,1,0.62,Passed,Passed,False
APP-894413,TFOSxSd69236458,2025-08-15,10000,12000,676.56,701,4,0.28,Passed,Passed,False
APP-995176,mBkBqSt01166918,2025-07-25,10000,12000,8488.38,418,3,0.33,Passed,Passed,False
APP-330381,HAPsUBk40270116,2025-04-26,50000,60000,516.22,780,6,0.75,Passed,Passed,False
APP-959070,sfyhrev34679121,2025-05-08,50000,60000,819.58,796,5,0.15,Passed,Passed,False
APP-695106,vxRvupx98477596,2025-10-28,100000,120000,268.64,708,1,0.71,Passed,Passed,False
APP-361128,OubOxcZ57978630,2025-11-07,50000,60000,5067.16,751,4,0.25,Passed,Passed,False
APP-408117,FYftRJD93289802,2025-10-30,100000,120000,73.35,783,2,0.23,Passed,Passed,False
APP-069938,QiIOUFf25643471,2025-02-23,25000,30000,2846.68,833,0,0.0,Passed,Passed,False
APP-452878,xiuyKVa11159319,2025-08-01,10000,12000,3999.61,779,0,0.0,Passed,Passed,False
APP-996289,jVQZScM24377294,2025-12-18,25000,30000,388.79,769,3,0.3,Passed,Passed,True
APP-302840,bJzvBRE33027642,2025-05-12,10000,12000,2859.2,846,5,1.06,Passed,Passed,False
APP-185056,jnnZVmV47292774,2025-11-12,50000,60000,586.52,820,0,0.0,Passed,Passed,False
APP-831912,chpzFtS18596263,2025-08-27,10000,12000,39.85,814,2,0.59,Passed,Passed,False
APP-048589,ErSVgYL17830999,2025-06-03,10000,12000,78.16,724,7,0.5,Passed,Passed,False
APP-498184,ITYPhWW68887189,2025-04-10,100000,120000,5234.91,746,3,0.2,Passed,Passed,False
APP-093865,txIkBQa21840118,2025-12-28,50000,60000,5079.55,728,0,0.0,Passed,Passed,False
APP-719270,jtniMJn88310303,2025-09-08,50000,60000,6439.96,842,2,0.46,Passed,Passed,False
APP-548748,QPGMkAj28314359,2025-06-22,100000,120000,51.34,787,3,1.23,Passed,Passed,False
APP-566230,oygYhlH54234016,2025-11-10,100000,120000,49.7,846,5,0.48,Passed,Passed,False
APP-056094,qaRGTjQ58896792,2025-04-10,50000,60000,5995.79,797,7,0.22,Passed,Passed,False
APP-615012,tAXufOf84468341,2025-11-03,25000,30000,835.33,738,9,0.73,Passed,Passed,False
APP-350665,mVaTBSI77881609,2025-11-10,100000,120000,2761.0,811,10,0.71,Passed,Passed,False
APP-605059,ykxhvRp15285067,2025-01-08,10000,12000,650.34,840,8,0.38,Failed,Passed,False
APP-855765,Dvtwgaw07970509,2025-06-26,50000,60000,17.68,781,4,0.71,Passed,Passed,False
APP-937939,IZrgCQC37654562,2025-02-05,25000,30000,696.24,806,7,0.2,Passed,Failed,False
APP-947437,JFZRTiu02374167,2025-02-25,25000,30000,10.81,734,10,0.11,Passed,Passed,False
APP-990352,sFfWBpN05690674,2025-01-31,100000,120000,904.22,815,9,0.75,Passed,Passed,False
APP-960910,zcrmjBb92392312,2025-02-20,10000,12000,620.14,708,3,1.06,Failed,Passed,False
APP-647142,udlcadQ41454563,2025-04-02,10000,12000,622.24,543,1,1.34,Passed,Passed,False
APP-321119,pPrnLyf25559895,2025-01-18,10000,12000,27.17,848,10,0.62,Passed,Passed,False
APP-662377,AJTqWJw47382023,2025-03-12,10000,12000,5219.82,775,8,0.73,Passed,Passed,False
APP-813309,CWGyJXy03678812,2025-11-27,50000,60000,7542.75,774,9,0.28,Passed,Passed,False
APP-831452,cOjrirY81230834,2025-04-02,10000,12000,214.14,765,1,0.7,Passed,Passed,False
APP-803463,woUrlqb42694500,2025-10-20,25000,30000,6932.4,835,5,0.67,Passed,Passed,False
APP-287425,fFlDllm62736527,2025-06-02,25000,30000,6359.9,812,2,0.69,Passed,Passed,False
APP-686680,ybhaWPc61820916,2025-09-30,50000,60000,1488.93,777,4,0.63,Passed,Passed,False
APP-580005,SrOIhbc24572308,2025-11-28,25000,30000,36.59,814,6,0.43,Passed,Passed,False
APP-953815,sweNvhx36172131,2025-06-21,10000,12000,1876.28,539,8,0.55,Passed,Passed,False
APP-501543,ujyCUYY47541022,2025-09-07,100000,120000,5149.98,786,10,0.62,Passed,Failed,False
APP-578180,yAJFIIF76769523,2025-12-17,10000,12000,705.52,756,1,0.11,Passed,Passed,False
APP-794914,sDjJApn87210552,2025-11-18,10000,12000,1511.94,730,9,1.4,Passed,Passed,False
APP-815144,fpeaKAj17920252,2025-06-06,25000,30000,72.72,770,2,1.18,Passed,Passed,False
APP-199541,JTqKGtT92820667,2025-06-15,50000,60000,28.01,532,1,0.29,Failed,Passed,False
APP-006562,dZxPBmr91775662,2025-11-29,100000,120000,981.48,810,3,0.53,Passed,Passed,False
APP-668854,KcKYEcd38303419,2025-11-09,50000,60000,17.23,827,1,0.15,Passed,Passed,False
APP-553637,ELcskjR68182096,2025-12-06,100000,120000,28.65,651,5,0.73,Passed,Passed,False
APP-766599,ejKOFgZ96063399,2025-11-21,10000,12000,5861.16,823,0,0.0,Passed,Passed,False
APP-990234,WCPihKF51127474,2025-04-13,50000,60000,57.73,787,6,0.14,Passed,Passed,False
APP-238162,gsykKze40903802,2025-03-09,25000,30000,258.96,497,0,0.0,Passed,Passed,False
APP-648491,FnSVEhr63651559,2025-07-12,50000,60000,537.85,761,10,0.41,Passed,Passed,False
APP-614628,Olfjerz73030644,2025-07-08,50000,60000,5497.16,710,7,0.78,Passed,Passed,False
APP-635805,SYkSBwS42356778,2025-10-02,100000,120000,946.08,736,8,1.25,Passed,Passed,False
APP-315131,iOCOLgc75164807,2025-09-05,10000,12000,318.41,724,10,0.19,Passed,Passed,False
APP-356117,SFPDAAw05504481,2025-11-24,10000,12000,202.76,802,9,0.66,Passed,Passed,False
APP-278473,ZgfPbNA66464911,2025-04-19,25000,30000,3894.31,736,3,0.63,Passed,Passed,False
APP-793722,PTYVzax61371576,2025-03-24,25000,30000,4947.95,740,9,0.13,Passed,Passed,True
APP-917619,JzmNPzd89552963,2025-09-13,25000,30000,933.52,821,10,0.52,Passed,Passed,False
APP-682258,ffbBaOX19648253,2025-07-19,100000,120000,4708.28,722,2,0.53,Passed,Passed,False
APP-843135,jObOLgh38364041,2025-09-12,10000,12000,6019.39,838,3,0.18,Passed,Passed,False
APP-740874,yuOCZkl70617136,2025-06-13,25000,30000,348.78,654,3,0.18,Passed,Passed,False
APP-073972,bHGWjnx28413908,2025-07-29,50000,60000,29.95,726,6,0.28,Passed,Passed,False
APP-617565,lmRTrzg47768634,2025-06-10,10000,12000,43.95,807,1,0.15,Passed,Passed,False
APP-990618,GqLAsMP39551720,2025-11-24,10000,12000,3935.19,718,1,0.27,Passed,Passed,False
APP-442511,JeysMnH50537953,2025-07-04,25000,30000,2945.49,791,9,0.42,Failed,Passed,False
APP-954551,MuLypKb70461172,2025-08-02,10000,12000,352.54,775,1,0.7,Passed,Passed,False
APP-241528,uWwzfJX50171644,2025-12-16,25000,30000,50.47,755,8,0.7,Passed,Passed,False
APP-348401,IaSdqYc15632135,2025-12-18,100000,120000,61.53,476,3,0.27,Passed,Passed,False
APP-170649,pKEQFru52967188,2025-11-29,10000,12000,136.05,725,7,0.61,Passed,Passed,False
APP-445337,WHGuWtT76371539,2025-09-09,10000,12000,58.52,723,6,0.76,Passed,Passed,False
APP-520156,bDlrbEQ49127113,2025-08-12,100000,120000,8721.3,803,9,0.12,Passed,Passed,False
APP-461641,MrHMFHB06634362,2025-05-09,10000,12000,874.34,769,1,0.37,Passed,Passed,False
APP-733768,FnkYnwO39666134,2025-04-09,25000,30000,65.14,793,1,1.1,Passed,Passed,False
APP-913417,blqekRW25720765,2025-07-04,10000,12000,4290.14,735,2,0.55,Failed,Passed,False
APP-090719,CFVwIqQ88221145,2025-05-17,100000,120000,7636.42,782,9,0.71,Passed,Passed,False
APP-145149,KVSBxnV26325703,2025-05-11,50000,60000,1490.14,836,5,0.34,Passed,Passed,False
APP-495583,HSvNhBY69644309,2025-07-18,50000,60000,8199.13,745,1,0.23,Passed,Passed,False
APP-368072,sLhdFta74140703,2025-08-06,50000,60000,17.84,775,2,0.45,Passed,Passed,False
APP-618084,BzgqtMt14307536,2025-03-30,100000,120000,34.27,759,7,0.62,Passed,Passed,False
APP-881684,SuGRTwD82661287,2025-07-13,50000,60000,55.9,817,5,0.44,Passed,Passed,False
APP-723099,dWzizQa98529894,2025-01-12,25000,30000,65.25,790,3,0.44,Passed,Passed,False
APP-046445,JVFioRO01980382,2025-01-02,25000,30000,7406.31,478,4,0.23,Passed,Passed,False
APP-006045,zdhtzEl13317087,2025-09-18,25000,30000,40.86,788,5,0.23,Passed,Passed,False
APP-199081,QgLFxQr28837744,2025-11-03,50000,60000,209.34,827,0,0.0,Passed,Passed,False
APP-733002,kwGGnwT70527740,2025-06-29,25000,30000,1038.65,774,8,0.78,Failed,Passed,False
APP-632722,iSuLLwL67929884,2025-03-17,25000,30000,8196.19,841,7,0.34,Passed,Passed,False
APP-736950,hcVeCWx12661094,2025-04-06,25000,30000,41.22,771,1,0.33,Passed,Passed,False
APP-326059,OQgncZi32683190,2025-01-18,10000,12000,9782.56,584,6,0.24,Passed,Passed,False
APP-735352,OyeKfiY55982176,2025-03-01,100000,120000,36.1,755,4,0.34,Passed,Passed,False
APP-549305,zNdIShL18938984,2025-11-11,100000,120000,30.2,736,6,0.61,Passed,Passed,False
APP-973451,eAMVNfJ03719905,2025-03-13,50000,60000,159.5,612,9,0.63,Passed,Passed,False
APP-599642,JEdyXyS00038960,2025-06-03,25000,30000,279.33,849,6,0.3,Passed,Passed,False
APP-600989,ZaUpded19036890,2025-09-15,10000,12000,65.39,773,2,0.28,Passed,Passed,False
APP-274051,xXJsPpH48375374,2025-04-05,25000,30000,125.6,823,4,0.45,Passed,Passed,False
APP-316411,SCPWDhb48315203,2025-08-10,100000,120000,976.83,848,1,0.36,Passed,Passed,False
APP-136564,QtcIWwb03362680,2025-09-19,25000,30000,4216.47,807,0,0.0,Passed,Passed,False
APP-254260,qkyDVpi64876998,2025-01-16,50000,60000,576.65,742,1,0.46,Passed,Passed,False
APP-289223,lCDbCaD49014954,2025-07-10,50000,60000,3443.13,832,5,0.17,Passed,Passed,False
APP-357993,PdohPcl44723229,2025-07-16,25000,30000,17.17,834,2,0.45,Passed,Passed,False
APP-959458,KxRAePB87181335,2025-07-26,10000,12000,475.61,792,1,0.18,Passed,Passed,False
APP-251747,YLTwnyL90193588,2025-04-28,50000,60000,2549.86,736,4,0.12,Passed,Passed,False
APP-949775,pZXxoDu75439435,2025-05-26,10000,12000,4823.25,727,1,0.15,Passed,Passed,False
APP-512889,qYsvuhf92836929,2025-09-03,100000,120000,2070.3,731,4,0.13,Passed,Passed,False
APP-638367,iGHyBwi71206021,2025-05-29,25000,30000,56.94,771,0,0.0,Passed,Passed,False
APP-570310,GfjaLLx67647229,2025-01-29,25000,30000,554.42,749,1,0.17,Failed,Passed,False
APP-213387,jcVUnBH98645652,2025-05-11,10000,12000,78.15,850,1,0.75,Passed,Passed,False
APP-342144,GWkbMcI91342138,2025-09-27,50000,60000,78.69,463,6,0.25,Passed,Passed,False
APP-354574,wZfVYoU76741241,2025-07-25,50000,60000,7342.58,816,8,0.61,Passed,Passed,False
APP-839683,yoRmqEj53800329,2025-07-25,100000,120000,25.81,821,6,0.3,Passed,Passed,True
APP-252543,OwEHQlt20649693,2025-01-14,100000,120000,57.05,802,6,0.41,Passed,Passed,False
APP-353521,QhwSzTi75361275,2025-05-09,25000,30000,158.24,808,3,1.26,Passed,Passed,False
APP-734660,rFUovOc56676640,2025-12-10,50000,60000,7806.73,648,10,0.76,Passed,Passed,False
APP-689924,xImkIzT15581083,2025-06-21,10000,12000,3256.21,717,7,0.26,Passed,Passed,False
APP-575610,oOXSpcr86702440,2025-07-19,50000,60000,237.46,826,9,0.54,Passed,Passed,False
APP-103022,tYuBGVb89219639,2025-11-21,100000,120000,554.32,416,8,0.34,Failed,Passed,False
APP-239551,FUzxWIT47488360,2025-03-07,100000,120000,32.02,777,6,0.41,Passed,Passed,False
APP-698323,jzNEHUK18237931,2025-02-25,50000,60000,60.1,838,7,0.63,Passed,Passed,False
APP-541422,TEGJVUf87875357,2025-05-30,10000,12000,4522.46,772,7,0.51,Passed,Passed,False
APP-326214,ashBsUR72872866,2025-04-07,50000,60000,34.42,788,9,0.12,Failed,Passed,False
APP-371504,jEeatSm22870562,2025-04-28,25000,30000,3228.53,729,10,0.32,Passed,Passed,False
APP-967877,NXzqJIP03446945,2025-07-20,100000,120000,691.99,850,6,0.5,Passed,Passed,False
APP-011591,fZNjjkE49732033,2025-03-17,50000,60000,615.28,786,7,0.17,Passed,Passed,False
APP-684232,nkOrTjB75485819,2025-09-15,25000,30000,5472.57,846,1,0.69,Passed,Passed,False
APP-635546,mCxHmaL39836520,2025-08-11,10000,12000,745.94,821,9,0.17,Passed,Passed,False
APP-033693,lEVPWIZ40907977,2025-02-01,50000,60000,554.18,831,4,0.4,Passed,Passed,False
APP-571973,RuTkLUx51843905,2025-03-06,10000,12000,665.06,639,8,0.7,Passed,Passed,False
APP-815455,JwhvDKS93862044,2025-02-20,100000,120000,941.17,776,10,0.14,Passed,Passed,False
APP-876260,yTslriK71343240,2025-11-18,10000,12000,54.37,760,6,0.29,Passed,Passed,False
APP-356409,IKnSBwP58720962,2025-03-26,25000,30000,8173.4,709,4,0.42,Passed,Passed,False
APP-999868,KyQLcuS82727955,2025-08-10,50000,60000,692.8,714,2,0.55,Passed,Passed,False
APP-195078,pqUxMvE79799667,2025-06-09,10000,12000,9105.17,735,6,0.73,Passed,Passed,False
APP-969999,tYXjZwD83922501,2025-03-21,10000,12000,569.76,760,9,0.76,Passed,Passed,False
APP-819194,EJRzSnE28507251,2025-07-25,100000,120000,825.26,770,3,0.75,Passed,Passed,False
APP-746123,oMlXpxx96815790,2025-12-18,100000,120000,47.34,474,1,0.32,Passed,Passed,False
APP-190024,yREcqAl15626244,2025-02-03,10000,12000,680.86,761,9,0.12,Passed,Passed,False
APP-517586,tBqVOhM86707660,2025-11-27,50000,60000,912.84,800,10,0.19,Passed,Passed,False
APP-735332,schFDxd43897607,2025-11-18,25000,30000,3676.81,804,2,0.74,Passed,Passed,False
APP-028996,fIgiUjO91508632,2025-05-30,100000,120000,5239.82,451,6,0.75,Passed,Passed,False
APP-686858,zblVqUP91681546,2025-11-01,50000,60000,4787.83,747,8,0.62,Passed,Passed,False
APP-431162,RsraAnb42480962,2025-11-30,100000,120000,2800.68,733,4,0.32,Passed,Passed,False
APP-065149,JavvuwC79695867,2025-04-03,50000,60000,5063.41,750,2,0.28,Passed,Passed,False
APP-739654,sWuCRDb78513854,2025-10-01,100000,120000,950.28,758,9,1.47,Passed,Passed,False
APP-105577,KslkXXV69116331,2025-01-25,25000,30000,13.48,845,9,0.4,Passed,Passed,False
APP-030275,IvWDPlR74722640,2025-07-29,100000,120000,67.91,768,7,0.18,Passed,Passed,False
APP-088958,xbVMYPy05932971,2025-05-20,25000,30000,640.07,707,4,0.61,Passed,Passed,False
APP-793584,YlDGPhZ39773973,2025-03-16,25000,30000,35.87,801,10,0.55,Passed,Passed,False
APP-231494,sZzUXcx81980770,2025-10-08,50000,60000,1657.5,423,8,0.14,Passed,Passed,False
APP-212586,PSeDTFW52373415,2025-01-17,100000,120000,704.14,828,2,0.78,Passed,Passed,False
APP-209818,OtETCRs35954429,2025-01-17,10000,12000,32.21,655,8,0.4,Passed,Passed,False
APP-409991,kwPjLGu04588679,2025-04-26,100000,120000,29.8,742,4,0.53,Passed,Failed,False
APP-414050,KOaVYYH24913577,2025-07-23,25000,30000,6001.07,746,10,0.55,Passed,Passed,False
APP-013474,SPpoSTD07983342,2025-09-19,100000,120000,2044.22,826,7,0.13,Passed,Passed,False
APP-963641,mEhCfEm97718051,2025-11-21,50000,60000,184.22,849,4,0.23,Passed,Failed,True
APP-264725,vGEGsPt70469472,2025-09-10,25000,30000,474.78,772,1,0.27,Passed,Passed,False
APP-392453,CvORIlm77221641,2025-08-07,10000,12000,8532.79,768,2,0.12,Passed,Passed,False
APP-604240,PMYAXUr62292587,2025-07-15,100000,120000,3924.24,714,9,0.19,Passed,Passed,False
APP-174425,bTmnQTq06065274,2025-09-03,10000,12000,4589.73,753,2,0.27,Passed,Passed,False
APP-968527,prMLydg25797067,2025-10-17,25000,30000,18.44,467,7,1.34,Passed,Passed,False
APP-682091,puKIWQq29493817,2025-07-20,25000,30000,5406.61,794,6,0.43,Passed,Passed,False
APP-812246,hPABzZF55344902,2025-05-23,10000,12000,5620.07,669,7,0.57,Passed,Passed,False
APP-428097,IkZGfKD95119181,2025-01-01,100000,120000,171.26,763,7,0.31,Passed,Passed,False
APP-097909,ybaouBj86069409,2025-06-08,10000,12000,925.57,845,8,0.18,Passed,Passed,False
APP-351591,weuuoQn21089028,2025-01-28,10000,12000,17.98,806,10,0.42,Passed,Passed,False
APP-533170,nXyLhfl73607763,2025-02-19,100000,120000,7816.19,747,7,1.06,Passed,Passed,False
APP-533797,yZAzgwx57481700,2025-01-01,50000,60000,71.01,822,1,0.4,Passed,Passed,False
APP-604377,iSEWcdM23290282,2025-12-03,100000,120000,3725.2,777,9,0.35,Passed,Passed,False
APP-872537,OxqNubY51207346,2025-02-01,10000,12000,7264.29,811,3,0.7,Passed,Passed,False
APP-201533,CiMZOat16117768,2025-03-24,10000,12000,3708.26,627,7,0.2,Failed,Passed,False
APP-032569,gpoqlUQ22311649,2025-11-30,25000,30000,2812.05,810,9,0.68,Failed,Passed,False
APP-647413,kzuaKEE60320203,2025-12-04,50000,60000,133.32,824,6,0.44,Passed,Passed,True
APP-311519,QgQvWHq55245787,2025-06-01,50000,60000,597.93,788,4,0.73,Passed,Passed,False
APP-394842,zGmjRoX54768182,2025-02-21,25000,30000,5223.16,819,7,1.03,Passed,Passed,False
APP-631543,Bmrdzsy21293289,2025-01-07,100000,120000,68.32,482,10,0.56,Passed,Passed,False
APP-903491,zLmpweo22723626,2025-04-01,100000,120000,2161.87,652,3,0.21,Passed,Passed,False
APP-565366,hIVNDje48197374,2025-07-01,10000,12000,422.91,708,4,0.35,Passed,Passed,False
APP-364635,SBAdOgX81199537,2025-01-31,25000,30000,2086.19,842,3,0.44,Passed,Passed,False
APP-452282,XTFJMKy39739641,2025-03-19,10000,12000,735.76,452,7,0.66,Passed,Passed,False
APP-534852,czZOVXB66057798,2025-10-28,10000,12000,8837.83,725,5,0.21,Passed,Passed,False
APP-979934,nJXJPuV34705742,2025-08-06,10000,12000,69.4,821,7,0.78,Passed,Passed,False
APP-657758,TFwvZCx65972634,2025-03-29,50000,60000,743.68,807,6,0.35,Passed,Passed,False
APP-352197,ziygVZs19642585,2025-01-01,100000,120000,9082.59,702,8,0.66,Passed,Passed,False
APP-640641,bNECAJJ33732043,2025-02-22,50000,60000,383.32,477,2,0.4,Passed,Passed,False
APP-154024,LigYGTE58512538,2025-04-06,50000,60000,4773.75,788,10,0.59,Passed,Passed,False
APP-783075,CJPdwET77961208,2025-01-06,25000,30000,7302.66,813,7,0.55,Passed,Passed,False
APP-632703,ZGAjXIR37484539,2025-08-26,100000,120000,797.86,732,4,0.16,Passed,Passed,False
APP-914105,KSRyZAy20715116,2025-02-15,50000,60000,5692.02,761,10,0.21,Passed,Passed,False
APP-963642,MdJdRxg51571840,2025-06-19,10000,12000,758.79,731,5,0.28,Passed,Passed,True
APP-212645,KlCTXlG28351295,2025-12-10,50000,60000,9846.56,759,9,0.5,Passed,Passed,False
